username,email,password,pin,phone,dob,nationality,pan,city,pincode,User_ID,Account_Age_Days,Location,Device_Type,Payment_Method,Transaction_Amount,Transaction_Frequency,Obfuscation_Level,Synthetic_Identity,Fraudulent,IP_Address,Email_Domain,Time_Between_Txns,Avg_Txn_Amount,Transaction_Location,Account_Number,Bank_Name,IFSC_Code,Account_Status
lakshit53,anahita65@hotmail.com,x^2QeVLx1P,9391,+916708039931,1998-04-29,Indian,EIYIK7458S,Indore,460341,f23c3db5-4db1-46d8-8ffc-882619411a99,3332,India,Desktop,Net Banking,475.52,37,High,False,False,195.113.26.18,Mumbai,66.7,25.47,India,850999107715,HDFC,HDFC454157,Active
manikyachawla,shray98@hotmail.com,Z7RjREAw+4,3820,+913634105593,1961-05-01,Indian,AZOYU3940I,Bellary,334031,3ff1eac5-e3a6-4928-9451-3cc03cee3ed6,1867,India,Desktop,UPI,630.99,82,Medium,False,False,29.163.227.90,India,82.76,30.82,India,527868221093,IDFC,IDFC546322,Active
dhanush70,emir82@yahoo.com,6ATto6ZL*9,1576,01237330859,1986-12-20,Indian,GPWTO6640S,Raurkela Industrial Township,525264,103179ac-cbb1-410a-af23-6270859943d6,3338,India,Mobile,Credit Card,999.99,61,Low,False,False,55.249.140.19,India,94.66,81.69,India,550342632116,AXIS,AXIS690190,Active
baiju59,gopalkismat@vyas.org,&D9(RX9j5S,5398,1400699966,1956-03-27,Indian,VVBIE7687Q,Indore,800381,77f1ab30-6f5a-46de-827a-817ffd00d9b2,3854,India,Mobile,Credit Card,713.28,21,Low,False,False,78.64.50.39,Mumbai,80.49,45.18,India,209808971689,HSBC,HSBC620196,Suspended
tdara,yagrawal@tella.com,!3fT$EHc^N,3456,+916017556808,1974-01-17,Indian,AAXPZ4831E,Satna,597321,bd33b930-96c7-400f-9078-cbef4bea1eef,371,India,Mobile,UPI,912.08,72,High,False,False,47.14.237.150,Kolkata,51.7,65.52,India,653077089204,AXIS,AXIS725100,Active
aarnavaidya,egaba@dass.com,&d#Kqzm8)8,9868,4228150657,1958-01-08,Indian,RIECB6726T,Kanpur,599440,b088b783-b4f7-4744-abfc-b36e9a3cc4f2,200,India,Desktop,UPI,807.34,44,Medium,False,False,37.18.17.198,Bangalore,31.01,67.4,India,156369228287,BOB,BOB457270,Active
samrayuvraj,fchhabra@yahoo.com,^F2tfUCh)w,6678,+914424621494,2003-05-05,Indian,JRNKB4658M,Nagaon,295304,3b5f8217-c8f5-4df2-9a92-7cc1ea0ba2d8,2151,India,Mobile,Credit Card,679.63,29,Low,True,False,182.122.239.223,Kolkata,10.91,74.63,India,304807017518,HDFC,HDFC202473,Active
myra28,charvi17@gmail.com,KvPePB_l#7,7963,03211188229,2006-07-31,Indian,UVZKN6289P,Khammam,531407,58b68ddb-0441-45cd-8e01-11842c9abbcc,4780,India,Desktop,Credit Card,541.79,1,High,False,False,45.182.163.151,Kolkata,59.22,21.73,India,618541580220,HDFC,HDFC922443,Active
wtak,hariveer@hotmail.com,45PALWs##5,1574,+913922950023,1959-09-27,Indian,NIYSS6671Q,Rajpur Sonarpur,155260,2287ca23-6d8a-442b-b967-c77fc711b297,1369,India,Mobile,UPI,714.48,28,Low,False,False,48.30.64.243,Chennai,80.47,56.86,India,273572129625,PNB,PNB554193,Active
nityarajagopal,ryan21@hotmail.com,dxZQYtMS&1,9784,05188258938,1994-04-16,Indian,CNQWA0069A,Kishanganj,689159,b159bd7c-9324-40f3-b102-133c707d2f9e,3592,India,Mobile,Credit Card,579.78,48,Medium,False,False,157.206.197.253,Kolkata,14.62,51.62,India,352099190240,AXIS,AXIS323556,Closed
sibalparinaaz,gsuresh@hotmail.com,$qPQtQHtT5,8258,4202238813,1965-05-07,Indian,VRMID1393N,Aligarh,166947,cc8aabd9-0550-4c67-9b25-177d8757aaf0,610,India,Mobile,Debit Card,325.5,15,Low,False,False,141.162.240.42,Mumbai,85.59,53.71,India,951664212724,CITI,CITI248338,Active
kiara81,lakshit98@gmail.com,%Pc0WMTgQ1,6092,+910633803236,1989-09-02,Indian,IPOZK4244X,Giridih,906149,f74d1abb-5ce5-4e49-bc7f-8d2befc5988a,1300,India,Tablet,Credit Card,500.89,93,Medium,False,False,84.236.190.25,Mumbai,79.66,94.04,India,377762317456,BOB,BOB469792,Active
sanagole,dhingravedika@sachdeva-sodhi.com,$2S$lQkNn6,7442,8927865102,1992-01-01,Indian,YMYFW4490U,Tezpur,864669,9c51928e-2b4b-4c69-8755-ad1b19349f25,3514,India,Tablet,UPI,490.75,79,High,False,False,151.12.177.4,Delhi,67.61,78.68,India,737049463665,PNB,PNB486766,Closed
sundermahika,advika31@hotmail.com,5XE&7JxiD#,2297,+918570004976,1996-11-12,Indian,URYCO8170I,Jaipur,703367,10f894a2-a42c-4ce1-b565-6e0ea75dcae2,1187,India,Mobile,Net Banking,668.04,48,High,False,False,219.240.78.197,Bangalore,62.41,52.83,India,517300423785,KOTAK,KOTAK842438,Active
rbanik,jivinrajagopal@gera.com,^W61UOWhsF,7981,+919813530506,1973-08-18,Indian,RVELC9760K,Gorakhpur,977990,46442f18-89e0-40ce-ae19-a6ab89de735c,652,India,Desktop,UPI,893.5,51,Medium,False,False,42.146.230.140,Delhi,12.41,55.9,India,554747931139,BOB,BOB800701,Active
jwadhwa,khatriahana@agate.com,DMf61Mie_H,4949,01485109354,2001-04-11,Indian,VASXU0359H,Eluru,340953,30f6256c-b4b7-434b-975a-1f904b0c9b6a,3130,India,Desktop,Net Banking,157.84,9,Low,False,False,15.211.38.30,India,26.76,60.83,India,648716090636,CITI,CITI341419,Active
yuvaanbava,aradhyashan@yahoo.com,ii3gcGSc)6,7878,+915953084712,1972-09-14,Indian,JFQUT2034N,Ratlam,147180,83b686ce-25ac-4647-b19a-44edccbe4ad2,2095,India,Mobile,Credit Card,806.92,49,Medium,False,False,83.240.41.41,India,17.21,16.91,India,832871620286,IDFC,IDFC745924,Active
kkar,anaya41@hotmail.com,4#2uTi^nN),3512,+916105994951,1973-04-11,Indian,EDYHZ4984U,Dehradun,147721,9f2c2a8e-94a8-4ce6-86d2-0ebbe9f8aa9f,2656,India,Tablet,Credit Card,353.63,32,High,True,False,70.50.142.189,India,64.69,25.24,India,226013183554,KOTAK,KOTAK554774,Active
sumer60,xsrivastava@divan-kota.com,aT944zmrb@,6218,02117191140,1958-01-21,Indian,YAFZG0248P,Berhampur,279372,8f23b3ff-001c-40d7-9721-1669d8514320,96,India,Mobile,Debit Card,258.21,55,Medium,False,False,4.79.115.250,Mumbai,58.94,27.88,India,475076270240,IDFC,IDFC666432,Inactive
vritika07,sacharmanjari@acharya.com,XE(+_F4i(1,1133,+912411951471,1986-07-28,Indian,NAZQF6201R,Durg,890117,6738dd0a-d989-4630-ab0d-6350df2ad1ad,2733,India,Desktop,UPI,213.93,67,High,False,False,211.28.233.139,Mumbai,16.25,67.19,India,300934857263,BOB,BOB936032,Active
tgoda,stuvan10@yahoo.com,(6$hRJo5!0,6851,04700872862,1961-11-19,Indian,MISOR8747V,Sagar,717181,d7a48567-21ee-445a-b914-902cac93f2f4,2757,India,Tablet,UPI,337.34,96,Medium,False,False,119.198.147.171,Chennai,80.37,32.14,India,304076656683,PNB,PNB653971,Active
ishaan24,aradhya75@hotmail.com,9!%4oaPn*E,7511,+917023037012,1977-10-14,Indian,KWKVC8987B,Durgapur,738164,2b4ff9f5-8a92-4f6d-b9ea-c6d92e6011c1,3508,India,Tablet,UPI,671.42,41,Low,False,False,93.248.235.228,Kolkata,42.65,82.38,India,653139962217,HSBC,HSBC142341,Active
taran31,ayeshamaster@lad.com,E0h09Pv7u@,1608,5940392546,1978-08-23,Indian,MVMMK5263K,Bhavnagar,829243,c5df7663-eaa8-42f1-b672-d5d36e828116,2442,India,Desktop,Credit Card,436.64,24,Low,False,False,80.8.196.154,Mumbai,53.14,46.71,India,245678680006,HDFC,HDFC104154,Active
shantaran,rkothari@yahoo.com,(a03$AqwMY,8942,06856926508,1956-09-27,Indian,MYNUK4751L,Asansol,222090,c55c9189-68bd-4d5e-aa41-8e60ae0fe12b,4532,India,Mobile,Debit Card,793.83,18,Low,False,False,205.155.145.16,Delhi,14.13,15.56,India,744418940378,ICICI,ICICI930474,Active
adahravi,raghavsur@gole.com,03gZX0bb*l,7584,+919970509672,1958-02-28,Indian,LGLVL3724A,Bhopal,382299,9e23f77d-0e9e-4b04-b057-f75624e1398d,2530,India,Mobile,UPI,294.08,12,Low,False,False,119.203.92.54,Delhi,36.31,73.13,India,275496039646,HSBC,HSBC289631,Active
sahildate,guptabaiju@kumar.com,GgDhyTZ0*8,6532,1706860202,1966-09-25,Indian,VPXCL8960L,Bellary,557171,42cfc3b2-80ad-4664-9d00-1dc42f9cb2ee,2207,India,Tablet,Debit Card,283.75,37,Low,False,False,218.69.86.180,Kolkata,78.86,67.39,India,299280253131,HDFC,HDFC627301,Suspended
kmahal,ayeshagola@rout-kapoor.com,2k(34EmfVi,5164,00879556977,1970-06-26,Indian,IZJUQ2932K,Agra,604806,14d37eae-d86e-43e5-822c-d62ed89f1047,3696,India,Desktop,Credit Card,519.65,43,High,False,False,44.228.54.226,Kolkata,18.58,72.92,India,198874915169,KOTAK,KOTAK588026,Active
aainakadakia,shuklaivan@tata-mallick.com,^7D8KTaY6G,9717,+919617229567,1976-09-04,Indian,QCMGV6051V,Rewa,232391,8837576c-dc05-440f-842d-ab24ec92ee1e,2015,India,Desktop,Net Banking,775.19,34,Low,False,False,95.216.248.112,Kolkata,67.49,41.56,India,649915385511,CITI,CITI412202,Active
hjain,trisha27@shere.biz,zYF0ZEdG)B,9613,+918762928977,1974-01-08,Indian,XOSXS6144N,Madhyamgram,985091,29f36d27-a149-44a2-a274-a2cfaf18fb1d,1923,India,Desktop,Debit Card,757.14,79,Medium,False,False,160.89.74.77,Mumbai,75.43,25.87,India,214636308375,KOTAK,KOTAK439401,Active
seherratta,manikhushi@hotmail.com,l(0PFFc$s*,6577,01568171706,1978-04-24,Indian,QDFAZ0071S,North Dumdum,131939,dc1c704a-cbaf-4e58-b0b4-89647787f22b,2825,India,Tablet,Credit Card,188.04,57,Low,False,False,62.62.59.1,India,48.94,22.57,India,915086286323,ICICI,ICICI431817,Active
wroy,daliahunar@gmail.com,$8UIVyCM$b,7298,+916333796131,1967-01-07,Indian,LOQHD4215Y,Aurangabad,711309,e360f107-f376-402b-beb1-14bc5bb6a4b1,3787,India,Mobile,Net Banking,538.13,18,High,False,False,179.242.74.128,Chennai,68.26,33.82,India,349781981434,IDFC,IDFC453874,Inactive
raghavsem,aggarwalsumer@balasubramanian.org,!GdsWoJyy1,2675,09112007231,1976-12-26,Indian,QSVWG1588D,Agra,215272,9d43828c-81b6-4524-97d2-7e440fbed22c,1870,India,Tablet,Debit Card,573.04,15,High,False,False,37.42.81.136,Chennai,49.81,34.33,India,277167899484,KOTAK,KOTAK802950,Active
hunar14,riaan04@yahoo.com,4bpS4yh2#B,8099,+912892395903,1979-02-13,Indian,CPFKM9701C,Indore,527426,921504ae-f0a7-4fe5-b7bb-6547855482be,2285,India,Mobile,UPI,784.56,81,Low,True,False,142.150.233.39,Mumbai,87.44,93.55,India,244217422770,KOTAK,KOTAK952916,Active
kray,lavanyachowdhury@dubey.com,Uy(V1Ul6D^,6158,+915426807870,1983-07-08,Indian,UUHLA6433U,Lucknow,698922,514bc401-20de-4f43-8c0d-a03fc584a338,562,India,Mobile,Net Banking,691.92,30,Low,True,False,20.66.105.32,Mumbai,98.32,57.58,India,692895210859,HSBC,HSBC548342,Active
mganguly,gopalvritika@raju-chahal.com,+2^O@6Bda#,5229,1168482297,1990-06-27,Indian,DKEJM9792F,Muzaffarnagar,420762,356770eb-77cc-47fd-a213-a37b15b89ea5,311,India,Tablet,Debit Card,355.32,53,Medium,False,False,57.208.217.157,Mumbai,23.68,72.28,India,459596258692,PNB,PNB169699,Inactive
charvi73,samairaacharya@chander-bera.com,Ii1FL#Qx#5,6624,1663721111,2005-08-01,Indian,WPJNV2184P,Anand,243381,9c7fa498-b276-40b4-943b-d2a7e0a77c51,3031,India,Mobile,Debit Card,672.16,1,Medium,True,False,139.35.102.105,India,60.83,67.04,India,884126705579,PNB,PNB297424,Active
ivanbhat,ngrewal@manda.info,1awxBGfs!D,4243,+910557138586,1973-04-10,Indian,WCXUU3970K,Dharmavaram,108143,6ec4de43-b6fe-498d-9368-0bea79f20e21,3326,India,Mobile,UPI,817.29,49,Low,False,False,194.59.144.55,Kolkata,66.21,43.43,India,925488349684,BOB,BOB629347,Active
ritvik31,khalsamamooty@yahoo.com,1Q7SxIy1^(,9900,04140952232,1966-01-20,Indian,YWVST3457V,Medininagar,635863,da417e68-b5fb-4539-9d16-87bd8ea99b11,4385,India,Desktop,UPI,575.1,11,High,True,False,55.12.124.236,Chennai,74.4,85.21,India,473422694171,ICICI,ICICI754761,Active
hazel06,cbajaj@yahoo.com,!D4c5Lyxv*,1181,06847861034,1966-10-10,Indian,FRGLF0167Q,Ghaziabad,747443,e0fc6ff4-13b3-4fbb-949a-aac593f9ad53,3048,India,Tablet,Net Banking,896.09,64,Low,False,False,104.45.19.232,India,21.66,50.41,India,136373719431,ICICI,ICICI869350,Active
parinaaz37,sunderriya@hotmail.com,Sq_tN7VjRf,5982,3537669237,1981-08-03,Indian,XGUVO6995P,Faridabad,112075,e85b7de4-e925-4d30-842a-e839f4ddd27a,1754,India,Tablet,Net Banking,356.03,67,Medium,False,False,164.142.188.153,Bangalore,45.7,29.0,India,976552385580,BOB,BOB626543,Active
rhea98,raghav32@sibal-kar.com,*B2!B@Mn%0,6282,2583648129,1980-12-09,Indian,PJZOW9892E,Dehradun,983625,7ee0053d-6f13-4a5f-9af0-c8e6456a4f04,4581,India,Desktop,Credit Card,371.49,11,Medium,False,False,161.118.41.192,Bangalore,37.23,95.26,India,367666895643,AXIS,AXIS478994,Suspended
priyansh21,sanghaonkar@bawa-sekhon.com,3^$5WapbDg,9187,+919649321662,1982-03-22,Indian,HTNJC4328U,Jalgaon,295274,4c35af50-cacb-4a35-959b-fdd6854b7c04,3140,India,Tablet,UPI,471.37,1,Medium,False,False,100.197.251.155,Chennai,26.49,44.22,India,308478313548,KOTAK,KOTAK761612,Active
sraja,samavaibhav@subramaniam.com,q$Vwd0YhuR,4946,7042167412,2002-02-08,Indian,QAYUH0567T,Bhilai,482549,ab3886da-f6e6-431c-9285-d203b08ab834,4521,India,Mobile,Credit Card,442.77,5,Medium,False,False,178.172.198.72,Delhi,30.19,13.06,India,496871825849,CITI,CITI473329,Active
madananiruddh,taimurvyas@lala-saraf.net,7&(zLo)y@K,3822,0881981569,1999-04-20,Indian,AJUPM6895H,Vellore,134458,33d8b657-1700-40df-9bb0-90bc086ca8bd,3955,India,Tablet,Net Banking,786.7,19,High,False,False,96.191.84.142,India,45.88,71.21,India,294567325554,IDFC,IDFC198482,Active
trisha71,arnav87@kadakia-ray.info,$+OZ2Sf2mn,9049,+917532582404,1958-01-19,Indian,OHOKG1054A,Bhagalpur,162851,be32a0eb-a6d8-4c92-ae69-79b74d81d0ff,384,India,Desktop,Debit Card,572.68,43,High,False,False,46.173.219.241,Bangalore,60.93,48.0,India,541859158111,HSBC,HSBC889558,Active
gokulgera,uthkarshdara@yahoo.com,o#Js4Vic2E,5842,09319132712,2002-11-18,Indian,TXEYS4509B,Morbi,117489,fb5f1788-f5c3-4c62-9bc9-99d736f2ca12,1333,India,Desktop,Credit Card,762.08,68,High,False,False,71.3.124.216,Chennai,20.89,61.23,India,323673274152,CITI,CITI103223,Active
anandyuvraj,diyaupadhyay@kothari-saraf.net,WXs29RUm^@,9916,+919351207535,1959-08-03,Indian,DEEQS2961L,Unnao,910670,e9bc923e-51d2-4760-ab8f-c00e443da715,502,India,Desktop,Net Banking,937.64,1,Low,True,False,38.112.46.248,India,41.45,67.0,India,811120043785,ICICI,ICICI328816,Active
chahalivan,hsachdeva@gmail.com,jH9Vio(6)5,6170,+917260168734,2004-02-13,Indian,YLSZW8511D,Muzaffarnagar,529779,49fcd575-a8f3-4837-84cb-309ef7df1c39,2894,India,Mobile,Debit Card,145.8,52,High,False,False,142.152.14.188,Bangalore,92.76,43.39,India,143108521414,KOTAK,KOTAK641929,Active
urvilanka,zsrinivas@balakrishnan.com,b4wCZOtd&A,2312,+916007010463,1966-03-02,Indian,XNRSF7854V,Tiruppur,605683,aaa760d9-34ba-4ca9-9faf-1d52a1c5c581,4525,India,Desktop,Credit Card,425.15,56,Low,False,False,84.57.102.42,India,78.85,58.72,India,393487349487,IDFC,IDFC814488,Inactive
samiarnav,barmanzara@contractor-vyas.com,(_6(6^Db6k,8270,2912680819,1979-05-23,Indian,PQOMC8333K,Siliguri,190375,264812c1-e339-47b8-9240-55eb9ae7ffbf,4216,India,Mobile,Net Banking,719.04,36,Medium,False,False,213.50.62.236,Chennai,18.34,99.52,India,694306386023,ICICI,ICICI521577,Active
semanya,nitara52@yahoo.com,$7I0G7SUik,6165,1975290822,1954-05-30,Indian,DVVNK2096F,Avadi,177008,0a5c345b-cd71-476b-8686-b990cf23183e,1459,India,Mobile,Net Banking,291.48,16,High,False,False,206.192.67.81,Bangalore,87.17,96.24,India,925222023114,HDFC,HDFC964417,Active
rheavala,lkhatri@hotmail.com,YqK*%W)9+3,8041,+911437095717,1964-07-26,Indian,UAPVL8150Y,Nagercoil,848876,a70480ba-3d9d-4550-b999-476160214448,718,India,Desktop,Debit Card,248.32,9,Low,False,False,182.220.226.78,Kolkata,29.09,42.96,India,891420299024,CITI,CITI538143,Active
mannvaibhav,sulesaanvi@biswas-rajagopal.org,^Le5$yDb2X,5845,05730551274,1995-10-12,Indian,UYQVX4704M,Udaipur,756451,106bdf84-0bf1-4c71-8b98-e068e22f05f5,652,India,Mobile,UPI,880.99,14,Medium,False,False,86.34.17.179,Delhi,23.93,76.81,India,327455807481,AXIS,AXIS297882,Active
varmakavya,rborah@sahni.com,6C+1FxdV@$,2671,2224171933,1981-03-22,Indian,BYIOZ5981N,Erode,438825,a3f438b8-3966-4433-a67a-76bb7e46b555,4896,India,Mobile,Debit Card,676.27,6,Low,False,False,3.60.129.251,Chennai,18.9,56.61,India,632534472797,PNB,PNB375159,Active
badalraghav,obala@gmail.com,j5OB7Utm)G,3575,08822978502,1978-09-13,Indian,IMJSB2123J,Hosur,606357,6252d38f-afde-4e12-aeaa-f051cbac8dfb,475,India,Desktop,UPI,131.25,99,Medium,False,False,61.223.22.85,Kolkata,93.75,32.66,India,329702335704,KOTAK,KOTAK575111,Inactive
cbanik,dhanushvaidya@venkataraman.com,*5!OC4el92,1702,+919994173005,1974-07-30,Indian,NZTDI4515E,Navi Mumbai,849283,31cdaade-346b-44e9-9186-c09cd9587dfa,3039,India,Tablet,Credit Card,733.15,2,Low,False,False,33.201.253.22,Kolkata,46.55,40.42,India,745125012907,HDFC,HDFC361315,Active
toornayantara,khatrieshani@vasa-gill.net,S#4NVWdh#5,3353,9437776508,1966-03-10,Indian,YHLXI3285W,Gurgaon,913988,3ac9abd9-be5d-4a2d-9a0d-0d11ef04e68a,763,India,Desktop,UPI,558.89,13,High,False,False,79.18.105.121,India,43.36,71.15,India,178955537639,ICICI,ICICI275771,Suspended
zainchakrabarti,sundaramadvika@gmail.com,)rmfA4)A44,7044,05697878613,1961-12-02,Indian,AFVDN4859Y,Danapur,993120,c9a76a7d-33a3-43fe-8e61-8454c60f63bc,4461,India,Desktop,Debit Card,479.82,81,High,False,False,68.182.105.73,Delhi,95.44,95.74,India,200047658481,PNB,PNB492299,Active
ehsaan94,rhea76@korpal.com,i)*Lt#T&+5,8217,07325353082,1973-03-24,Indian,SHEVP8883M,Kota,404869,846dee43-d207-4d70-9d6d-02d5fb5dc7f6,4479,India,Mobile,Net Banking,452.34,92,High,False,False,81.56.155.206,Delhi,36.37,25.91,India,992215886994,SBI,SBI550127,Inactive
itailor,xdesai@hotmail.com,k$5EOC_h&I,1246,04678716874,2002-09-18,Indian,XZFHH5213H,Pune,520908,64ee5bc9-6de1-4ce0-9611-3b990e9f54c2,2180,India,Desktop,Net Banking,973.23,24,Medium,False,False,216.174.4.74,Bangalore,68.31,39.63,India,594503389433,HSBC,HSBC141946,Active
xgrover,dbuch@krishna.com,+oQ2KSv+#5,2578,+918347317868,1969-11-06,Indian,RXPWB0920E,Kanpur,927802,4eacd3b9-1ab3-4f0f-b93d-a1061313e910,3321,India,Tablet,Credit Card,364.72,83,Medium,False,False,130.60.45.192,Chennai,87.47,58.89,India,886308737212,HDFC,HDFC111550,Active
kabirchad,bsrinivasan@bora-hayre.biz,3oqWysaq$7,8360,06817088779,1975-09-30,Indian,HHHCN9239Q,Proddatur,794708,21b17e06-4d66-4cca-be25-f8e8485f7211,2901,India,Mobile,Debit Card,748.81,68,High,False,False,168.104.26.40,Chennai,66.49,37.87,India,524443001200,KOTAK,KOTAK962505,Closed
sanagopal,sandhucharvi@malhotra.net,$^7V%JMye0,9620,0241740646,1967-05-21,Indian,KORTM8026J,Patiala,875650,0c785265-8f18-4f2d-9fc5-83b5450662a8,4849,India,Desktop,Net Banking,436.67,91,High,False,False,50.118.58.36,Bangalore,55.73,71.16,India,613639145761,KOTAK,KOTAK976517,Inactive
himmat77,nakulshroff@rajagopal.net,*9kShRG+Yk,4448,08214093164,1961-09-14,Indian,MXBRZ0596W,Sultan Pur Majra,364225,f29351b5-f9c0-4ae3-9191-03445e05f516,4977,India,Desktop,Credit Card,939.12,74,High,False,False,58.213.165.143,Delhi,15.69,45.26,India,324382323062,BOB,BOB374660,Active
dugardishani,dchaudhuri@dutt.info,^6vQC_G1&o,7450,+914934509517,1977-12-25,Indian,TCMIU7523B,Ramgarh,436335,59625350-f9dc-49c1-b2f8-888e1be465ae,3468,India,Desktop,Net Banking,641.53,58,Medium,False,False,27.24.185.114,Delhi,90.3,53.53,India,620692037218,HSBC,HSBC189534,Closed
choudhuryamani,anyakhurana@mander.com,k8)SEl7r#y,4771,0095452892,2003-05-05,Indian,PWFGX4315J,Bijapur,294426,84cd74ae-bf51-44b9-800f-3717535c6ae2,1366,India,Mobile,Debit Card,545.75,66,Low,False,False,106.240.229.54,Chennai,59.02,93.17,India,103488346099,HDFC,HDFC246421,Suspended
zarachaudhari,ivana15@din.com,H)7F7dXecA,3325,+911486239858,1965-04-22,Indian,NHLJR5684W,Panipat,705441,65049f08-c72a-4caf-b974-85e8a7110e3f,4452,India,Desktop,Debit Card,342.46,39,Medium,False,False,197.204.237.218,Delhi,53.25,56.67,India,207007903080,IDFC,IDFC959308,Active
advika13,ahluwaliaonkar@gmail.com,*R2G^bL*Wh,4023,7683932372,1990-07-06,Indian,AGYSB6660Q,Sagar,464137,a176e33b-cdd4-479d-9cd6-bb794527443e,243,India,Desktop,Net Banking,344.45,86,Medium,False,False,116.100.85.251,Chennai,15.08,57.61,India,312366338822,BOB,BOB171955,Active
jiyajohal,shlok76@rattan.org,_%*9SBpWl1,8267,9145128045,1958-06-12,Indian,TQMZM1977B,Etawah,358409,f3b1b36c-87fa-40e2-9bf2-a470a376856c,1915,India,Desktop,Net Banking,552.64,36,Medium,False,False,168.207.36.237,Kolkata,79.18,72.74,India,594145768674,HDFC,HDFC433972,Inactive
riya43,ivanshenoy@barad.com,^4eo6Fv^^4,1711,+911100043230,2005-11-15,Indian,RMMUS0978U,Bhind,924472,f23bf130-9bfb-4362-9465-49efb21f0577,4240,India,Tablet,Net Banking,292.47,18,High,False,False,4.168.0.170,Kolkata,90.59,55.63,India,463914536089,IDFC,IDFC643286,Active
dishanisagar,evaiyengar@sarna-devan.com,#98TvgxvJU,9363,+918619660664,2005-04-21,Indian,OKNSS6206Z,Raichur,380310,745f4a98-1d17-4bbd-97a3-aec809155124,571,India,Tablet,Debit Card,942.93,8,Medium,False,False,85.240.176.97,Kolkata,25.0,91.71,India,703709859845,CITI,CITI536825,Suspended
shraylall,devanfarhan@hotmail.com,#9Z%Jn69wa,6309,0943333363,1995-03-31,Indian,CNCMW2639V,Dehradun,411995,c9987f88-b32f-45dd-ae80-d139a0f1be31,2743,India,Tablet,UPI,778.51,51,Low,True,True,133.114.244.137,Chennai,85.93,80.77,India,259158044828,AXIS,AXIS313011,Active
baiju23,vritika71@bir.org,c2GSN7E5^0,5789,00330608472,1999-12-18,Indian,UGXVA2017Z,Berhampur,626312,2f6701f2-4e55-42a9-9c4e-a7b02d58ebd3,1805,India,Mobile,UPI,503.25,57,High,False,False,90.80.62.70,Mumbai,64.1,11.43,India,287325029373,BOB,BOB223285,Active
chadabram,bajwashayak@verma.com,!2)LidvaV7,1274,8137413839,1985-11-03,Indian,WQHJD1747X,Mahbubnagar,911137,699ae7b8-4455-40b6-8cdb-44da4fce90e1,2374,India,Desktop,Net Banking,716.28,95,High,False,False,104.95.76.159,India,43.63,97.12,India,647544410802,KOTAK,KOTAK792174,Active
raoivan,nayantarakhalsa@yahoo.com,x2+KfkuZ*M,3153,06173374390,1954-10-15,Indian,NBAEM8680K,Sri Ganganagar,995533,36e9f3ad-d37a-403c-93b0-e4b4d69f01a7,3416,India,Mobile,Debit Card,358.51,17,High,False,False,152.124.26.134,Delhi,25.19,17.41,India,241650465860,PNB,PNB998834,Closed
ishitasethi,divyanshbabu@basu.com,CZ$6AIvFpv,9780,+917861096764,1971-10-08,Indian,SEPYY9810I,Narasaraopet,591346,2ceed800-e365-4ade-b8b9-b81edf49bdfd,3323,India,Tablet,UPI,788.13,35,High,False,False,222.170.222.147,Kolkata,26.41,50.78,India,596410543994,AXIS,AXIS611597,Active
rajsamaira,tmajumdar@hotmail.com,*I4R1qfBDg,7104,0477997242,1981-09-10,Indian,BYEAE7223J,Tirunelveli,347173,facc48c4-255b-43bd-b7bd-095b42936009,4020,India,Tablet,Net Banking,496.9,68,Medium,False,False,176.76.44.252,Bangalore,23.13,89.27,India,644276147539,HSBC,HSBC927364,Active
jsha,srivastavazeeshan@banik.com,S3e(izXm^t,3727,6459352062,1958-09-15,Indian,UANOD4611Q,Bathinda,490534,fbd1f1bf-34fe-41c0-9a7f-7e71b46353bc,170,India,Desktop,Credit Card,629.06,39,Medium,False,False,117.181.109.33,Chennai,12.5,66.72,India,885105527931,BOB,BOB326873,Active
gatikkanda,tiya71@rege.com,_U0lQIVyq0,7698,03601897843,1999-04-05,Indian,SYHCC7864X,Ulhasnagar,590066,1130e6d0-9c69-4866-a728-e366b4ef54c1,2669,India,Tablet,Debit Card,905.21,64,Low,False,False,144.195.148.208,Bangalore,86.39,94.08,India,340982170692,HDFC,HDFC864787,Active
kbrahmbhatt,golladrishya@hotmail.com,C+$0FyoSRH,2828,9689789748,1981-09-29,Indian,ZUEGS5181O,Erode,620189,10ddc9d8-7846-44f9-ad25-e6162f9c3b10,1169,India,Tablet,UPI,425.05,55,High,False,False,187.107.192.249,Delhi,81.74,50.63,India,127485317084,HDFC,HDFC292284,Active
tejas38,gulativardaniya@boase.com,&3FqY8*UlA,7435,03513348854,1974-11-07,Indian,VIFDR7921L,Kolhapur,572894,4eca26c1-c059-40f8-a701-55ac3110f44b,397,India,Mobile,UPI,641.33,95,Medium,True,False,162.35.235.10,Mumbai,95.03,63.22,India,451630579480,HDFC,HDFC869953,Active
sundermanjari,manikyayadav@hotmail.com,y0+1O&Bz*q,4940,+911651927285,1968-01-23,Indian,MAQDP0541K,Guntakal,299918,0898aae8-280c-4540-b87b-be70f57d71ea,3343,India,Mobile,Net Banking,572.7,60,Low,False,False,79.153.113.17,India,30.57,39.09,India,125202856806,CITI,CITI918104,Active
